difficulty,pred_v1,pred_v2,abs_err_v1,abs_err_v2,delta_abs_err_v2_minus_v1
19.0,19.04,19.105472981960304,0.03999999999999915,0.10547298196030397,0.06547298196030482
19.0,19.16,18.900094101737434,0.16000000000000014,0.09990589826256624,-0.0600941017374339
19.0,18.85,18.79506813130289,0.14999999999999858,0.2049318686971091,0.05493186869711053
19.0,18.87,18.613012984488975,0.129999999999999,0.3869870155110249,0.2569870155110259
19.0,19.14,19.264603752943568,0.14000000000000057,0.2646037529435681,0.12460375294356751
19.0,18.8,18.798579340013767,0.1999999999999993,0.20142065998623337,0.0014206599862340852
20.0,19.67,19.82240800315091,0.3299999999999983,0.17759199684909177,-0.15240800315090652
20.0,19.87,19.993971891342262,0.129999999999999,0.006028108657737619,-0.12397189134226139
20.0,20.02,20.098564927352037,0.019999999999999574,0.09856492735203659,0.07856492735203702
20.0,20.25,20.669897122819194,0.25,0.6698971228191937,0.41989712281919367
20.0,19.99,19.936561502484402,0.010000000000001563,0.06343849751559816,0.053438497515596595
20.0,19.99,20.075853201493434,0.010000000000001563,0.07585320149343389,0.06585320149343232
20.0,20.14,20.724476437051155,0.14000000000000057,0.7244764370511554,0.5844764370511548
20.0,19.92,20.098812673030206,0.0799999999999983,0.09881267303020635,0.01881267303020806
20.0,19.98,19.752399400945322,0.019999999999999574,0.24760059905467813,0.22760059905467855
20.0,19.98,20.089087548883775,0.019999999999999574,0.08908754888377501,0.06908754888377544
20.0,19.9,19.872734450736186,0.10000000000000142,0.1272655492638144,0.02726554926381297
20.0,20.01,19.95072141447234,0.010000000000001563,0.0492785855276594,0.03927858552765784
20.0,19.99,20.07685938783724,0.010000000000001563,0.07685938783723856,0.066859387837237
20.0,19.92,19.974260179966713,0.0799999999999983,0.02573982003328723,-0.054260179966711064
21.0,21.07,21.085176520859555,0.07000000000000028,0.08517652085955518,0.015176520859554898
21.0,21.17,21.12761329003499,0.1700000000000017,0.12761329003499,-0.042386709965011704
21.0,21.1,20.90020590613769,0.10000000000000142,0.09979409386231097,-0.00020590613769044808
21.0,21.0,21.01165993885712,0.0,0.011659938857121688,0.011659938857121688
21.0,20.98,20.688427222705023,0.019999999999999574,0.3115727772949768,0.2915727772949772
21.0,20.98,20.911184928020482,0.019999999999999574,0.08881507197951777,0.0688150719795182
21.0,21.18,21.205930859635007,0.17999999999999972,0.20593085963500712,0.02593085963500741
21.0,20.91,20.917981476350498,0.08999999999999986,0.08201852364950213,-0.00798147635049773
21.0,21.11,21.11358422343591,0.10999999999999943,0.11358422343591101,0.003584223435911582
21.0,21.21,21.527720945479278,0.21000000000000085,0.5277209454792775,0.31772094547927665
